200000,97.700000,97.060606,95.406780,91.987342,85.203883,43.282051,2.774834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.255758,0.661531,1.367775,2.713383,16.768733,16.202887,1.109934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,,54.558937
400000,91.300000,90.333333,87.618644,83.917722,77.621359,61.589744,13.692053,0.339181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.386667,1.085876,1.480369,2.518545,6.412646,19.159076,5.341149,0.135673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,,46.054145
600000,81.750000,81.212121,79.000000,74.791139,69.009709,57.649573,26.344371,2.391813,0.218421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.215152,0.884848,1.683544,2.312572,4.544054,12.522081,9.581023,0.869357,0.087368,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,,36.840220
800000,72.850000,71.015152,68.398305,64.708861,59.101942,49.739316,28.894040,5.646199,0.244737,0.065728,0.000000,0.000000,0.000000,0.000000,0.000000,,0.733939,1.046739,1.475778,2.242768,3.745050,8.338111,9.299136,2.160585,0.071604,0.026291,0.000000,0.000000,0.000000,0.000000,-0.000000,,27.484733
1000000,61.800000,59.712121,57.313559,54.189873,48.737864,39.752137,23.675497,7.274854,0.597368,0.058685,0.000000,0.000000,0.000000,0.000000,0.000000,,0.835152,0.959425,1.249474,2.180804,3.594291,6.430656,6.560257,2.670994,0.215473,0.023474,0.000000,0.000000,0.000000,0.000000,-0.000000,,18.814489
1200000,49.600000,47.515152,44.364407,41.322785,36.150485,29.179487,16.261589,5.701754,1.171053,0.068075,0.002075,0.000000,0.000000,0.000000,0.000000,,0.833939,1.260298,1.216649,2.068920,2.788399,5.167159,4.223934,1.812281,0.441191,0.026400,0.000830,0.000000,0.000000,0.000000,-0.000000,,11.400598
1400000,30.900000,30.045455,27.932203,24.550633,19.422330,13.897436,7.933775,3.567251,1.302632,0.248826,0.014523,0.000000,0.000000,0.000000,0.000000,,0.341818,0.845300,1.352628,2.051321,2.209958,2.385464,1.746609,0.905848,0.421522,0.093721,0.005809,0.000000,0.000000,0.000000,-0.000000,,6.470600
1600000,21.550000,21.045455,19.245763,16.493671,13.179612,9.970085,6.798013,4.116959,2.255263,1.032864,0.288382,0.033074,0.008772,0.000000,0.000000,,0.201818,0.719877,1.100837,1.325624,1.283810,1.268829,1.072422,0.744678,0.488960,0.297793,0.102123,0.009721,0.003509,0.000000,-0.000000,,4.649646
1800000,18.750000,17.757576,16.110169,14.120253,11.907767,9.277778,6.996689,4.809942,3.028947,1.889671,0.948133,0.256809,0.040351,0.003279,0.001484,,0.396970,0.658963,0.795967,0.884994,1.051996,0.912436,0.874699,0.712398,0.455710,0.376615,0.276529,0.086583,0.014829,0.000718,0.000593,,3.727582
2000000,15.650000,15.393939,14.152542,12.588608,10.601942,8.722222,6.867550,5.140351,3.613158,2.392019,1.456432,0.698444,0.194737,0.032787,0.010386,,0.102424,0.496559,0.625574,0.794666,0.751888,0.741869,0.690880,0.610877,0.488456,0.374235,0.303195,0.201483,0.064780,0.008960,0.004154,,3.124426
2200000,14.100000,13.560606,12.576271,11.278481,9.868932,8.346154,6.801325,5.228070,3.889474,2.661972,1.825726,1.071984,0.489474,0.116393,0.029674,,0.215758,0.393734,0.519116,0.563820,0.609111,0.617932,0.629302,0.535439,0.491001,0.334498,0.301497,0.233004,0.149232,0.034688,0.011869,,2.711589
2400000,12.600000,12.227273,11.500000,10.360759,9.237864,7.850427,6.549669,5.225146,3.960526,3.002347,2.058091,1.354086,0.722807,0.308197,0.078635,,0.149091,0.290909,0.455696,0.449158,0.554975,0.520303,0.529809,0.505848,0.383272,0.377702,0.281602,0.252511,0.165844,0.091825,0.031454,,2.409754
2600000,11.700000,11.121212,10.474576,9.696203,8.635922,7.615385,6.278146,5.195906,4.028947,3.082160,2.240664,1.593385,0.996491,0.501639,0.175074,,0.231515,0.258654,0.311349,0.424112,0.408215,0.534896,0.432896,0.466784,0.378715,0.336598,0.258911,0.238758,0.197941,0.130626,0.070030,,2.178777
2800000,10.850000,10.166667,9.822034,9.031646,8.135922,7.170940,6.125828,5.052632,4.089474,3.215962,2.429461,1.774319,1.171930,0.693443,0.287834,,0.273333,0.137853,0.316155,0.358289,0.385993,0.418045,0.429278,0.385263,0.349404,0.314601,0.262057,0.240956,0.191395,0.162244,0.115134,,1.990970
3000000,9.950000,9.666667,9.135593,8.601266,7.689320,6.901709,5.940397,4.929825,4.052632,3.244131,2.529046,1.926070,1.287719,0.850820,0.419881,,0.113333,0.212429,0.213731,0.364778,0.315044,0.384525,0.404229,0.350877,0.323400,0.286034,0.241190,0.255340,0.174760,0.172375,0.167953,,1.832849
3200000,9.200000,9.121212,8.728814,8.075949,7.398058,6.602564,5.731788,4.856725,4.097368,3.316901,2.580913,2.003891,1.457895,1.009836,0.544510,,0.031515,0.156959,0.261146,0.271156,0.318198,0.348310,0.350025,0.303743,0.312187,0.294395,0.230809,0.218399,0.179223,0.186130,0.217804,,1.708516
3400000,8.650000,8.606061,8.186441,7.670886,7.048544,6.363248,5.625828,4.801170,3.989474,3.340376,2.659751,2.105058,1.540351,1.081967,0.670623,,0.017576,0.167848,0.206222,0.248937,0.274118,0.294968,0.329863,0.324678,0.259639,0.272250,0.221877,0.225883,0.183353,0.164538,0.268249,,1.599205
3600000,8.300000,8.242424,7.754237,7.259494,6.665049,6.123932,5.529801,4.730994,4.092105,3.323944,2.713693,2.140078,1.664912,1.188525,0.789318,,0.023030,0.195275,0.197897,0.237778,0.216447,0.237652,0.319523,0.255556,0.307265,0.244100,0.229446,0.190066,0.190555,0.159683,0.315727,,1.510301
3800000,8.200000,7.757576,7.364407,7.088608,6.456311,5.978632,5.288079,4.684211,3.960526,3.361502,2.765560,2.142023,1.736842,1.242623,0.933234,,0.176970,0.157268,0.110320,0.252919,0.191071,0.276221,0.241548,0.289474,0.239610,0.238377,0.249415,0.162072,0.197688,0.123755,0.373294,,1.426421
4000000,7.450000,7.303030,7.186441,6.696203,6.276699,5.807692,5.142384,4.593567,3.913158,3.335681,2.771784,2.217899,1.773684,1.359016,0.976261,,0.058788,0.046636,0.196095,0.167801,0.187603,0.266123,0.219527,0.272164,0.230991,0.225559,0.221554,0.177686,0.165867,0.153102,0.390504,,1.352436
4200000,7.350000,7.030303,6.915254,6.487342,6.145631,5.517094,5.069536,4.447368,3.913158,3.333333,2.759336,2.278210,1.824561,1.427869,1.060831,,0.127879,0.046020,0.171165,0.136684,0.251415,0.179023,0.248867,0.213684,0.231930,0.229599,0.192450,0.181459,0.158677,0.146815,0.424332,,1.293935
4400000,7.100000,6.787879,6.677966,6.360759,5.970874,5.482906,4.973510,4.356725,3.834211,3.267606,2.763485,2.291829,1.884211,1.537705,1.075668,,0.124848,0.043965,0.126883,0.155954,0.195187,0.203758,0.246714,0.209006,0.226642,0.201648,0.188663,0.163047,0.138602,0.184815,0.430267,,1.237588
4600000,6.550000,6.590909,6.406780,6.075949,5.703883,5.294872,4.831126,4.245614,3.763158,3.255869,2.825726,2.315175,1.936842,1.514754,1.169139,,-0.016364,0.073652,0.132332,0.148826,0.163605,0.185498,0.234205,0.192982,0.202916,0.172057,0.204220,0.151333,0.168835,0.138246,0.467656,,1.183497
4800000,6.550000,6.469697,6.245763,5.898734,5.572816,5.175214,4.675497,4.210526,3.713158,3.279343,2.771784,2.330739,1.936842,1.586885,1.212166,,0.032121,0.089574,0.138811,0.130367,0.159041,0.199887,0.185988,0.198947,0.173526,0.203023,0.176418,0.157559,0.139983,0.149888,0.484866,,1.137199
5000000,6.300000,6.348485,6.050847,5.594937,5.422330,5.000000,4.582781,4.163743,3.707895,3.215962,2.761411,2.338521,1.978947,1.586885,1.185460,,-0.019394,0.119055,0.182364,0.069043,0.168932,0.166887,0.167616,0.182339,0.196773,0.181821,0.169156,0.143830,0.156825,0.160570,0.474184,,1.095361
5200000,6.200000,6.030303,5.822034,5.594937,5.266990,4.811966,4.503311,4.084795,3.636842,3.206573,2.765560,2.315175,2.012281,1.660656,1.229970,,0.067879,0.083308,0.090839,0.131179,0.182010,0.123462,0.167406,0.179181,0.172108,0.176405,0.180154,0.121158,0.140650,0.172274,0.491988,,1.058805
5400000,5.950000,5.924242,5.694915,5.424051,5.140777,4.670940,4.420530,4.011696,3.634211,3.208920,2.763485,2.344358,1.959649,1.690164,1.253709,,0.010303,0.091731,0.108346,0.113310,0.187935,0.100164,0.163534,0.150994,0.170116,0.178174,0.167651,0.153884,0.107794,0.174582,0.501484,,1.025479
5600000,5.500000,5.696970,5.677966,5.316456,5.077670,4.739316,4.347682,3.932749,3.544737,3.117371,2.778008,2.371595,2.017544,1.624590,1.347181,,-0.078788,0.007601,0.144604,0.095514,0.135341,0.156654,0.165973,0.155205,0.170946,0.135745,0.162565,0.141621,0.157181,0.110964,0.538872,,0.994818
5800000,5.650000,5.560606,5.483051,5.240506,4.902913,4.589744,4.264901,3.850877,3.489474,3.110329,2.767635,2.387160,1.998246,1.677049,1.353116,,0.035758,0.031022,0.097018,0.135037,0.125268,0.129937,0.165609,0.144561,0.151658,0.137078,0.152190,0.155566,0.128479,0.129573,0.541246,,0.966158
6000000,5.550000,5.469697,5.237288,5.050633,4.859223,4.474359,4.195364,3.842105,3.413158,3.093897,2.763485,2.332685,1.978947,1.737705,1.406528,,0.032121,0.092964,0.074662,0.076564,0.153946,0.111598,0.141304,0.171579,0.127704,0.132164,0.172320,0.141495,0.096497,0.132471,0.562611,,0.939599
6200000,5.600000,5.363636,5.067797,4.924051,4.800971,4.521368,4.142384,3.716374,3.431579,3.107981,2.721992,2.338521,1.957895,1.739344,1.456973,,0.094545,0.118336,0.057498,0.049232,0.111841,0.151593,0.170404,0.113918,0.129439,0.154396,0.153388,0.152251,0.087420,0.112948,0.582789,,0.917347
6400000,5.400000,5.151515,5.042373,4.803797,4.655340,4.337607,4.082781,3.763158,3.371053,3.049296,2.701245,2.375486,1.985965,1.734426,1.459941,,0.099394,0.043657,0.095430,0.059383,0.127093,0.101930,0.127849,0.156842,0.128703,0.139220,0.130303,0.155809,0.100615,0.109794,0.583976,,0.893096
6600000,5.400000,5.045455,4.898305,4.829114,4.490291,4.235043,3.976821,3.663743,3.405263,2.992958,2.668050,2.367704,2.066667,1.739344,1.470326,,0.141818,0.058860,0.027676,0.135529,0.102099,0.103289,0.125231,0.103392,0.164922,0.129963,0.120138,0.120415,0.130929,0.107607,0.588131,,0.867101
6800000,5.100000,4.969697,4.754237,4.721519,4.524272,4.252137,3.956954,3.704678,3.292105,2.957746,2.630705,2.313230,2.094737,1.749180,1.505935,,0.052121,0.086184,0.013087,0.078899,0.108854,0.118073,0.100910,0.165029,0.133744,0.130816,0.126990,0.087397,0.138223,0.097298,0.602374,,0.851771
7000000,4.850000,4.727273,4.703390,4.613924,4.432039,4.273504,3.834437,3.538012,3.334211,2.997653,2.630705,2.332685,2.056140,1.737705,1.538576,,0.049091,0.009553,0.035786,0.072754,0.063414,0.175627,0.118570,0.081520,0.134623,0.146779,0.119208,0.110618,0.127374,0.079652,0.615430,,0.830750
7200000,4.800000,4.651515,4.559322,4.443038,4.388350,4.072650,3.850993,3.514620,3.244737,2.934272,2.665975,2.301556,2.059649,1.772131,1.562315,,0.059394,0.036877,0.046514,0.021875,0.126280,0.088662,0.134549,0.107953,0.124186,0.107319,0.145767,0.096763,0.115007,0.083927,0.624926,,0.811933
7400000,4.250000,4.742424,4.491525,4.436709,4.242718,4.059829,3.771523,3.540936,3.118421,2.896714,2.618257,2.322957,1.991228,1.860656,1.553412,,-0.196970,0.100360,0.021927,0.077596,0.073156,0.115322,0.092235,0.169006,0.088683,0.111383,0.118120,0.132692,0.052229,0.122897,0.621365,,0.791527
7600000,4.300000,4.363636,4.500000,4.329114,4.194175,3.995726,3.715232,3.397661,3.184211,2.903756,2.591286,2.328794,2.026316,1.750820,1.596439,,-0.025455,-0.054545,0.068354,0.053976,0.079379,0.112198,0.127028,0.085380,0.112182,0.124988,0.104997,0.120991,0.110198,0.061752,0.638576,,0.777171
7800000,4.350000,4.303030,4.440678,4.253165,4.019417,3.948718,3.622517,3.418129,3.131579,2.826291,2.560166,2.342412,2.056140,1.783607,1.544510,,0.018788,-0.055059,0.075005,0.093499,0.028280,0.130481,0.081755,0.114620,0.122115,0.106450,0.087101,0.114509,0.109014,0.095638,0.617804,,0.760713
8000000,4.250000,4.257576,4.254237,4.132911,4.038835,3.931624,3.701987,3.406433,3.023684,2.861502,2.543568,2.301556,2.078947,1.837705,1.609792,,-0.003030,0.001335,0.048530,0.037631,0.042884,0.091855,0.118222,0.153099,0.064873,0.127174,0.096805,0.089044,0.096497,0.091165,0.643917,,0.751895
8200000,4.200000,4.318182,4.161017,4.088608,4.038835,3.824786,3.566225,3.312865,3.071053,2.821596,2.601660,2.280156,1.998246,1.790164,1.633531,,-0.047273,0.062866,0.028964,0.019909,0.085619,0.103424,0.101344,0.096725,0.099783,0.087975,0.128602,0.112764,0.083233,0.062653,0.653412,,0.734206
8400000,4.150000,4.227273,4.084746,4.063291,3.825243,3.747863,3.519868,3.330409,3.100000,2.798122,2.562241,2.324903,2.052632,1.813115,1.602374,,-0.030909,0.057011,0.008582,0.095219,0.030952,0.091198,0.075783,0.092164,0.120751,0.094353,0.094935,0.108908,0.095807,0.084296,0.640950,,0.724669
8600000,4.200000,4.075758,4.033898,3.968354,3.815534,3.611111,3.417219,3.298246,3.042105,2.840376,2.551867,2.295720,2.047368,1.791803,1.621662,,0.049697,0.016744,0.026218,0.061128,0.081769,0.077557,0.047589,0.102456,0.080692,0.115403,0.102459,0.099341,0.102226,0.068057,0.648665,,0.710570
8800000,4.250000,3.984848,3.966102,3.930380,3.825243,3.606838,3.503311,3.172515,3.034211,2.767606,2.597510,2.282101,2.061404,1.804918,1.626113,,0.106061,0.007499,0.014289,0.042055,0.087362,0.041411,0.132319,0.055322,0.106642,0.068038,0.126164,0.088279,0.102594,0.071522,0.650445,,0.703033
9000000,4.250000,4.030303,3.991525,3.803797,3.771845,3.491453,3.374172,3.184211,3.000000,2.718310,2.572614,2.274319,2.061404,1.827869,1.618694,,0.087879,0.015511,0.075091,0.012781,0.112157,0.046912,0.075985,0.073684,0.112676,0.058278,0.119318,0.085166,0.093414,0.083670,0.647478,,0.690779
9200000,3.900000,3.984848,4.033898,3.810127,3.597087,3.564103,3.331126,3.166667,2.955263,2.711268,2.512448,2.326848,2.084211,1.775410,1.655786,,-0.033939,-0.019620,0.089509,0.085216,0.013194,0.093191,0.065784,0.084561,0.097598,0.079528,0.074240,0.097055,0.123520,0.047849,0.662315,,0.684421
9400000,4.000000,3.954545,3.940678,3.778481,3.548544,3.401709,3.258278,3.192982,2.907895,2.718310,2.466805,2.229572,2.100000,1.803279,1.688427,,0.018182,0.005547,0.064879,0.091975,0.058734,0.057373,0.026118,0.114035,0.075834,0.100602,0.094893,0.051829,0.118689,0.045941,0.675371,,0.670014
9600000,3.700000,3.924242,3.838983,3.753165,3.548544,3.431624,3.317881,3.023392,2.950000,2.673709,2.456432,2.262646,2.003509,1.814754,1.657270,,-0.089697,0.034104,0.034327,0.081848,0.046768,0.045497,0.117796,0.029357,0.110516,0.086911,0.077514,0.103655,0.075502,0.062994,0.662908,,0.659504
9800000,3.650000,3.803030,3.771186,3.658228,3.543689,3.401709,3.175497,3.131579,2.915789,2.669014,2.464730,2.215953,2.057895,1.849180,1.676558,,-0.061212,0.012738,0.045183,0.045815,0.056792,0.090485,0.017567,0.086316,0.098710,0.081714,0.099511,0.063223,0.083486,0.069049,0.670623,,0.651351
10000000,3.600000,3.727273,3.754237,3.537975,3.500000,3.397436,3.241722,3.046784,2.850000,2.643192,2.435685,2.239300,2.028070,1.857377,1.706231,,-0.050909,-0.010786,0.086505,0.015190,0.041026,0.062286,0.077975,0.078713,0.082723,0.083003,0.078554,0.084492,0.068277,0.060458,0.682493,,0.645404
